x,y
104.26748700000002,77.67581200000012
104.33638000000008,77.66387900000007
104.36804200000006,77.66387900000007
104.4208220000001,77.66748000000013
104.49192800000014,77.67608600000005
104.51304600000003,77.67997700000012
104.53137200000003,77.68498199999999
104.57360800000004,77.69274899999994
104.62109400000008,77.69831799999997
104.647491,77.70027199999998
104.67665100000005,77.70109600000012
104.74581899999998,77.69859300000013
104.76389300000005,77.69413800000012
104.77720600000009,77.6891480000001
104.78581200000002,77.68331900000004
104.78970300000009,77.67720000000003
104.78858900000012,77.67025799999993
104.77304100000009,77.6644290000001
104.782761,77.64166300000011
104.80859400000008,77.62469500000003
104.91081200000008,77.59027100000014
104.97720300000009,77.58638000000008
105.04026800000003,77.58581500000003
105.07248700000008,77.58305400000006
105.16693100000003,77.57026700000006
105.25305200000003,77.55720500000001
105.270828,77.55276500000002
105.35276799999997,77.54248000000007
105.38665800000001,77.54109199999999
105.51833299999993,77.5499880000001
105.5894320000001,77.55831899999998
105.64221199999997,77.56192000000004
105.67109700000003,77.56275900000003
105.83998100000002,77.56637599999999
105.871918,77.56359900000007
105.91165200000012,77.50582899999995
105.91832000000005,77.4935910000001
105.91554299999996,77.47998000000013
105.90941600000002,77.472488
105.90804300000008,77.46582000000001
105.91137700000007,77.45942700000006
105.97747800000008,77.42414900000006
105.99803200000002,77.41331500000001
106.02720600000004,77.41137700000007
106.08970599999998,77.41081200000002
106.12109399999997,77.407761
106.27609300000006,77.37442000000004
106.28858899999994,77.36914100000007
106.29193100000009,77.36276200000003
106.273323,77.35803199999998
106.20776400000011,77.34776299999999
106.18414300000006,77.34498600000006
106.15054299999997,77.34637500000002
106.11914100000001,77.34942600000005
106.05304000000001,77.36137400000013
106.02887000000004,77.363876
105.84693900000002,77.366379
105.81553600000001,77.3666530000001
105.78720099999998,77.36608899999999
105.76110800000004,77.36415099999999
105.73748800000004,77.36137400000013
105.72886699999992,77.35498000000007
105.68997199999995,77.32916300000005
105.53665200000006,77.26165800000001
105.52110299999998,77.255829
105.50305200000003,77.25082399999997
105.44582400000002,77.23719800000003
105.26165799999995,77.20694000000003
105.19497700000011,77.1974790000001
104.91277300000013,77.16526800000003
104.85915399999993,77.16276600000009
104.82776600000011,77.16554300000001
104.80581699999999,77.16943400000008
104.7788700000001,77.17303500000014
104.75026700000012,77.17469800000009
104.72470100000004,77.17303500000014
104.70166,77.16998300000006
104.591927,77.153595
104.57415800000007,77.14860500000009
104.54914900000011,77.13499500000006
104.53137200000003,77.12997400000012
104.51110800000009,77.12608300000005
104.45220900000004,77.12525900000009
104.39888000000002,77.13192700000002
104.36747700000001,77.13499500000006
104.34471100000002,77.13192700000002
104.18747700000006,77.11053500000003
104.11720300000013,77.09082000000001
104.12943300000006,77.08831800000013
104.16277300000013,77.08720399999999
104.36387600000012,77.08194000000015
104.46555300000011,77.08915700000011
104.51110800000009,77.09498600000012
104.60775799999999,77.10443099999998
104.63581799999997,77.10554499999995
104.7127690000001,77.10832200000004
104.7791600000001,77.10582
104.818604,77.097488
104.84055300000011,77.093323
104.88916,77.08610499999998
104.91304000000002,77.0836030000001
105.00470700000005,77.08305399999995
105.34304800000007,77.08194000000015
105.39914700000008,77.08332800000005
105.44774600000005,77.08804299999991
105.49359100000004,77.0935970000001
105.53471400000012,77.10137900000007
105.58083300000004,77.10693400000014
105.62943300000012,77.11137399999996
105.68830900000006,77.1119230000001
105.72387700000007,77.10942100000005
105.78777300000007,77.10803200000004
105.83055100000013,77.114532
105.8458710000001,77.11553200000009
105.85520200000013,77.11904100000004
105.86303700000008,77.1232070000001
105.86670700000013,77.12753300000008
105.87304699999999,77.13237800000007
105.90998800000006,77.14137299999999
105.93166399999996,77.1372070000001
105.93942300000015,77.13165300000009
